use in ,258,0,10,13,32,28,13,16,12,6,19,4,9,10,8,20,29
capable of ,258,1,13,29,27,36,30,21,12,13,14,12,7,4,2,8,5
successfully launched ,257,3,5,11,22,29,27,44,51,24,8,8,5,3,5,6,2
plans for ,257,3,6,21,20,17,15,14,16,17,16,18,29,16,10,10,8
from nasa ,257,1,11,24,27,17,34,22,31,15,9,14,11,8,4,7,7
flight of ,257,9,15,19,30,25,11,11,13,16,14,7,8,19,10,7,7
system and ,256,2,5,10,20,27,15,9,12,13,27,16,16,15,14,15,9
washington post ,255,0,4,8,5,15,15,14,15,35,30,27,21,19,10,9,12
the surface ,255,2,3,5,22,36,11,13,2,15,6,11,11,10,21,25,33
in science ,255,0,6,14,8,12,27,18,13,29,40,25,37,14,2,2,4
effects of ,255,3,10,12,22,23,15,24,9,15,14,18,16,18,12,12,15
between the ,255,2,7,10,28,29,12,11,4,5,4,2,2,28,23,34,20
the senate ,254,7,13,26,18,25,8,14,1,0,0,1,1,58,32,19,10
scheduled to ,254,0,3,7,8,18,12,29,15,23,12,13,12,20,2,20,24
development and ,254,2,7,19,19,17,12,12,11,17,15,16,16,18,21,10,10
deputy director ,254,0,5,24,19,18,7,15,16,18,20,20,20,24,10,7,7
ap w ,254,0,0,6,0,0,0,31,48,69,35,19,21,11,9,5,0
to test ,253,1,5,12,21,29,17,17,11,10,12,17,17,17,17,12,11
information on ,253,5,18,11,16,20,25,16,7,12,14,18,17,15,12,13,14
failed to ,253,0,12,16,15,20,23,26,26,23,14,13,16,11,14,4,13
would include ,252,1,5,11,11,18,7,18,4,23,10,15,19,12,10,8,24
nasa deputy ,252,2,8,29,24,20,20,13,21,13,20,15,23,10,19,12,0
corp for ,252,0,8,18,29,19,22,7,10,20,23,15,19,20,11,15,10
white house ,251,3,11,13,18,17,19,5,12,32,20,14,22,23,7,7,11
used for ,251,3,7,16,21,19,15,17,11,14,17,12,13,18,13,14,22
mi from ,251,0,19,18,25,38,11,16,6,18,12,23,23,38,0,0,0
aeronautics 1965 ,251,0,0,0,0,247,1,1,0,1,1,0,0,0,0,0,0
the planet ,250,0,10,11,18,36,7,6,0,4,1,11,6,26,46,20,14
through the ,249,4,7,16,19,47,11,6,6,7,7,3,5,19,13,17,16
general electric ,249,3,4,11,24,16,22,17,22,13,28,11,16,12,11,10,7
after the ,249,0,9,13,13,34,13,5,4,7,1,5,6,27,25,27,33
space sciences ,248,4,12,34,22,17,14,26,14,17,10,12,18,19,9,6,5
performed satisfactorily ,248,1,0,1,1,1,25,40,49,19,3,1,49,57,0,0,0
missile range ,248,35,11,40,33,35,2,3,4,2,5,6,35,23,4,2,3
a series ,247,7,9,12,12,34,20,14,0,1,0,2,3,25,14,23,21
system for ,246,3,6,13,19,21,6,15,15,9,17,8,26,10,10,12,21
he would ,246,0,5,5,16,15,18,20,19,27,19,9,21,17,13,11,13
apollo spacecraft ,246,2,5,20,26,16,27,32,15,18,10,8,18,12,6,21,4
tracking and ,245,0,5,18,14,13,10,18,28,20,13,17,16,12,23,11,4
results of ,245,1,12,24,23,21,10,10,13,19,13,15,24,13,7,7,11
space craft ,244,2,6,14,24,15,17,26,24,14,10,14,20,14,18,15,8
pro gram ,244,1,0,20,21,24,6,25,28,14,16,19,15,14,9,5,3
nasa from ,244,1,1,3,4,12,8,5,21,63,50,38,23,4,2,4,2
and for ,244,0,4,14,22,22,9,19,11,21,9,8,15,18,9,23,15
and control ,243,1,3,13,17,17,21,13,12,17,18,25,24,13,9,11,13
upi nyt ,242,0,0,5,37,43,37,42,25,17,13,9,6,4,2,2,0
the system ,242,1,3,7,28,29,4,5,1,3,0,1,2,14,20,24,35
upper atmosphere ,241,3,17,19,26,14,14,23,15,9,11,15,15,13,11,11,15
he was ,241,1,10,15,16,26,18,18,12,16,12,10,11,21,12,8,19
this was ,240,8,21,43,53,44,19,6,3,5,1,1,2,3,0,5,6
the american ,240,5,15,16,17,41,12,14,4,9,6,5,8,27,11,6,17
work on ,239,0,9,10,22,19,14,9,17,12,10,13,24,14,5,9,16
have to ,239,1,6,27,23,20,18,22,17,16,12,9,9,13,4,10,7
developed by ,239,3,6,12,20,14,20,9,7,8,21,15,30,14,17,14,16
deputy administrator ,239,3,9,20,25,23,22,14,17,8,15,11,24,13,14,7,7
rather than ,238,3,9,15,23,15,17,11,8,17,12,11,15,14,15,9,17
and engineering ,238,0,6,29,21,26,13,11,17,15,13,10,24,15,8,4,11
the rocket ,237,2,13,11,47,37,4,5,1,1,2,4,2,71,5,7,8
such a ,237,2,8,44,32,39,18,18,3,9,12,8,5,3,4,7,8
rpt srl ,237,0,0,0,1,1,0,58,76,47,14,15,14,11,0,0,0
of about ,237,0,14,13,28,31,13,7,6,3,3,11,15,1,10,8,26
systems and ,236,0,3,11,21,12,9,12,13,10,15,6,21,21,25,18,8
nasa launched ,236,0,5,13,38,11,9,5,14,8,25,24,33,14,12,7,4
have a ,236,3,6,23,26,47,18,13,16,5,12,9,9,12,7,9,4
flight research ,236,6,11,13,20,18,5,3,3,4,3,6,34,25,19,25,19
ussr had ,235,1,6,5,9,5,24,17,23,11,20,16,18,15,5,8,14
of scientific ,235,6,13,26,26,24,16,17,7,23,12,11,9,11,4,2,10
announced award ,235,1,3,13,15,4,1,1,11,23,42,26,36,7,2,8,18
support of ,233,0,8,16,17,20,19,25,22,13,14,8,12,9,11,12,7
test of ,232,12,17,20,39,19,19,11,17,5,6,13,10,5,6,7,7
e webb ,232,5,11,34,36,50,34,26,26,4,2,0,3,0,0,0,1
that of ,231,3,12,17,17,19,7,15,15,8,12,16,15,10,10,8,17
cape kennedy ,231,0,0,4,87,62,3,7,6,18,8,2,22,9,0,0,0
∞ president ,230,2,8,12,17,2,11,10,20,41,36,38,27,5,1,0,0
spacecraft to ,230,2,2,5,11,25,23,19,15,11,8,9,16,21,19,17,6
indicated that ,230,4,11,12,19,27,21,24,7,3,4,11,9,18,24,12,9
spacecraft would ,229,0,9,4,10,14,12,22,21,19,13,15,23,13,10,11,9
of three ,229,5,9,13,18,22,16,22,11,13,14,21,17,10,7,7,5
meeting of ,229,4,6,26,23,29,14,14,6,12,8,17,17,13,8,4,17
anniversary of ,229,1,12,19,17,8,18,16,12,12,24,13,22,20,6,3,9
text ∞ ,228,0,0,11,26,5,25,23,27,29,40,20,20,2,0,0,0
manned lunar ,228,5,7,43,31,8,23,10,16,26,14,14,18,3,2,1,4
lewis research ,228,6,8,26,44,22,6,3,5,0,3,2,19,19,24,12,10
for research ,228,0,5,21,19,20,9,8,2,20,20,14,20,17,12,11,15
solar system ,227,0,4,8,3,27,10,6,2,21,13,9,20,30,15,14,14
would also ,226,0,3,5,13,16,16,13,5,10,7,6,15,11,19,29,18
on mars ,226,0,2,18,11,33,10,8,11,22,4,12,24,5,6,8,37
of nasaâ€™s ,226,4,0,13,0,23,26,22,9,12,9,9,11,19,11,15,14
∞nasa announced ,225,2,0,9,0,3,1,1,3,4,1,9,10,15,13,23,23
boeing co ,225,3,1,13,14,25,23,20,21,12,12,23,19,17,7,9,3
the atmosphere ,224,3,10,11,24,24,13,5,0,6,1,5,10,21,20,20,18
marshall star ,224,0,0,5,22,24,8,6,9,2,8,3,11,11,4,11,7
the skylab ,223,0,0,0,0,0,0,0,0,0,2,6,4,147,35,12,3
space exploration ,223,4,14,24,17,29,21,20,9,11,12,10,18,11,7,1,8
senate committee ,223,2,6,17,18,7,8,21,13,17,16,20,26,27,12,7,3
the future ,222,2,10,22,27,30,17,11,6,16,18,6,13,11,7,6,7
of their ,222,1,9,11,20,35,12,14,11,9,15,18,11,12,3,8,5
aircraft and ,222,0,2,6,15,14,16,13,21,18,20,13,18,22,14,14,7
had begun ,221,1,1,4,8,7,7,5,4,7,13,11,11,12,16,13,14
exploration of ,221,3,6,22,12,29,33,15,8,17,7,9,21,12,8,7,7
dr james ,221,0,7,6,2,2,6,4,1,6,7,37,41,30,29,13,12
and technical ,221,0,5,13,17,21,21,16,21,16,20,11,13,18,11,6,6
the u ,220,2,7,4,6,86,8,2,1,2,0,0,0,77,3,1,5
satellite was ,220,1,9,19,38,22,10,16,11,8,14,13,11,4,13,9,10
ames research ,220,3,10,19,20,22,2,2,3,2,3,2,29,27,17,22,16
to an ,219,6,10,13,29,26,11,15,1,3,4,4,2,18,17,7,15
from wallops ,219,6,14,13,49,31,7,7,0,13,20,21,15,8,1,1,3
would continue ,218,0,3,13,13,11,11,14,12,12,11,10,19,17,18,11,10
the astronauts ,218,0,6,2,10,65,6,6,2,19,3,11,9,51,4,17,2
on its ,218,2,9,17,22,27,11,8,4,13,7,11,11,13,9,8,18
the president ,217,6,6,25,19,20,14,16,4,10,6,4,8,25,18,12,10
european space ,216,0,2,3,8,10,8,3,4,4,13,11,28,25,29,26,20
control system ,216,4,11,7,19,21,14,8,15,13,16,13,18,15,12,14,2
white sands ,215,2,6,24,34,41,1,3,2,3,4,4,36,35,4,3,4
tion of ,215,0,5,20,15,24,5,10,16,15,20,8,18,16,9,11,4
system would ,215,0,3,12,12,17,10,21,4,4,13,9,10,7,16,11,25
program and ,215,2,6,16,26,26,11,11,14,15,10,10,20,12,10,7,5
the test ,214,5,6,11,40,25,2,13,1,2,2,2,0,2,3,17,21
the past ,214,1,10,16,23,28,12,13,12,7,9,7,5,10,5,6,24
completion of ,214,2,3,10,13,12,8,11,10,19,15,15,22,17,8,5,16
aviation week ,214,0,1,13,23,16,33,14,1,5,2,16,32,17,12,13,8
there was ,213,0,7,11,13,24,28,19,14,27,11,13,19,8,3,3,8
center for ,213,3,8,12,17,22,10,6,9,8,8,6,24,17,9,14,16
usaf launched ,212,1,9,28,35,27,28,24,14,12,17,15,0,0,0,0,1
aeronautical and ,211,10,7,14,22,16,15,22,13,14,16,10,18,16,7,5,2
administrator james ,211,4,9,34,31,44,28,26,22,2,1,0,2,0,0,2,5
total of ,210,1,7,8,14,27,17,12,12,9,12,10,20,10,14,12,9
into space ,210,3,11,21,12,28,9,8,11,8,22,13,10,7,7,11,5
can not ,210,2,16,30,32,25,10,22,5,16,13,16,10,4,5,1,1
the saturn ,209,6,9,11,29,62,11,15,8,5,2,1,3,15,3,19,4
orbit and ,209,6,4,14,9,19,16,15,14,15,10,14,10,14,12,13,5
electric co ,209,0,1,11,17,15,18,13,18,13,25,8,15,11,12,6,8
press conference ,208,3,14,16,23,19,11,10,7,23,11,16,26,10,5,4,5
million to ,208,0,3,6,10,7,7,8,15,19,17,25,17,18,18,9,8
flight was ,208,6,14,28,36,19,18,12,13,5,4,11,12,9,5,5,7
and two ,208,2,6,10,27,15,15,20,13,6,5,16,20,8,13,9,6
was reported ,207,1,19,26,51,22,11,7,4,4,12,14,11,7,7,1,10
reported in ,207,0,9,21,14,10,20,37,14,6,13,17,7,11,6,2,10
had said ,207,0,1,3,7,0,5,6,11,16,32,35,35,33,7,5,6
atomic energy ,207,1,5,11,18,20,8,10,16,6,14,8,38,28,16,1,2
to do ,206,1,5,25,26,22,17,15,10,23,14,11,12,6,1,3,8
to begin ,206,2,2,10,11,22,18,11,14,11,8,7,12,15,8,15,8
saturn ib ,206,0,0,4,25,47,31,3,30,10,5,4,9,21,5,10,0
for apollo ,206,0,1,6,11,5,17,19,28,46,21,15,22,8,1,0,0
cape canaveral ,206,23,52,50,2,0,2,0,1,1,3,0,10,10,0,2,8
was in ,205,1,2,11,23,21,19,16,10,12,13,12,11,12,6,8,9
they had ,205,0,7,5,10,20,13,14,12,18,8,10,17,17,5,13,9
studies of ,205,2,6,11,16,18,7,12,10,15,12,14,15,11,13,11,12
planned to ,205,3,5,11,23,16,11,11,7,9,6,10,11,13,7,9,19
nasa in ,205,1,8,12,19,14,7,8,10,7,11,12,14,12,11,15,14
langley research ,205,10,7,28,29,24,4,4,1,2,2,1,24,17,16,12,10
were not ,204,1,4,10,15,26,7,16,14,22,14,16,20,6,8,7,11
nasa associate ,204,1,1,8,37,26,14,23,8,20,9,12,12,13,7,4,2
could not ,204,1,8,10,10,18,27,12,5,7,9,15,16,10,8,15,11
the aircraft ,203,0,2,13,26,32,9,11,2,3,2,5,1,38,18,12,10
tests of ,203,2,6,8,25,15,10,4,16,5,5,2,14,12,12,10,16
its first ,203,4,8,11,39,21,7,6,8,7,6,6,5,11,12,16,7
had received ,203,2,4,2,1,13,8,10,7,15,14,13,27,15,4,12,11
be able ,203,1,10,4,21,33,10,11,12,15,6,8,21,13,7,7,13
this is ,202,1,17,27,37,21,8,10,6,25,13,12,12,7,0,2,0
of national ,202,0,1,31,15,5,17,11,18,19,22,11,38,3,2,4,2
similar to ,201,0,1,15,6,19,15,15,14,17,19,10,12,10,11,11,11
national science ,201,1,5,12,7,17,5,3,6,6,5,8,38,36,21,16,10
changes in ,201,2,3,12,9,11,13,9,8,7,16,12,20,14,13,16,18
the ground ,200,1,9,2,18,23,9,8,0,7,10,2,8,21,23,13,19
space flights ,200,3,11,26,35,16,20,21,12,5,3,7,8,12,3,4,9
of which ,200,0,13,31,24,20,12,9,11,15,7,9,12,3,2,4,9
of earth ,200,0,1,9,7,16,10,12,18,28,11,15,29,6,6,10,7
nasa was ,200,0,6,15,19,16,10,13,14,9,24,10,11,9,13,13,6
as it ,200,1,10,20,14,23,14,9,8,10,6,14,5,18,7,5,17
system to ,199,0,4,6,14,13,11,7,7,6,16,9,21,14,14,8,13
meeting in ,199,5,6,22,19,12,22,16,9,5,16,13,16,9,4,4,9
mcdonnell douglas ,199,0,0,0,0,0,0,17,13,13,22,15,29,16,16,17,23
dr george ,199,0,3,10,28,15,15,16,5,18,28,14,22,9,6,5,4
center and ,199,6,10,20,18,16,4,4,1,3,4,1,21,25,19,19,11
atmosphere and ,199,0,3,6,19,13,9,15,13,11,9,9,17,13,14,14,12
was successfully ,198,2,6,11,11,33,33,31,20,18,9,2,4,4,5,6,3
to date ,198,5,7,10,12,15,10,12,17,19,11,20,19,9,6,9,6
satellite system ,198,3,8,8,20,23,11,12,3,9,8,7,15,18,16,9,15
launch vehicles ,198,1,2,11,36,25,16,10,17,6,5,8,8,8,9,8,6
had shown ,198,0,3,2,4,10,9,1,12,9,31,15,31,27,7,11,10
caused by ,198,1,5,7,12,14,22,9,15,10,13,18,16,10,7,13,12
was scheduled ,197,0,4,13,18,16,13,22,13,9,9,12,13,17,11,8,11
the federal ,197,1,6,12,9,21,1,4,5,4,4,2,6,39,28,18,17
some of ,197,0,6,17,25,22,9,21,10,15,7,10,12,8,2,5,9
national space ,197,7,6,17,29,24,13,13,10,11,7,7,9,8,4,18,6
if the ,197,0,2,8,23,33,13,12,4,9,9,6,8,12,7,8,24
aeronautics 1966 ,197,0,0,0,0,0,196,0,0,1,0,0,0,0,0,0,0
would begin ,196,0,7,6,7,10,12,15,2,16,10,8,16,10,7,10,27
we will ,196,0,9,30,28,26,10,12,15,13,13,8,15,5,7,0,1
operation of ,196,2,5,6,18,20,14,12,19,12,25,11,6,8,4,5,12
apollo 15 ,196,0,0,0,0,0,0,0,0,2,12,110,60,4,2,2,2
and on ,196,0,0,14,11,16,16,14,10,10,8,11,12,13,5,15,8
and instruments ,196,0,1,0,0,1,1,8,26,48,45,43,11,3,0,2,2
the project ,195,2,15,13,18,24,4,6,3,1,3,2,2,18,14,17,24
the international ,195,3,9,16,23,40,10,12,1,0,4,0,2,11,10,16,14
so that ,195,2,5,24,15,24,12,13,6,6,11,6,11,6,6,11,14
managed by ,195,0,1,2,1,4,38,21,18,24,10,6,13,10,7,12,7
first of ,195,3,4,11,16,19,16,17,9,9,12,9,9,6,11,9,9
as an ,195,0,9,7,25,26,12,18,4,5,2,4,1,13,11,14,12
and ussr ,195,0,5,11,8,2,20,14,14,17,13,24,35,7,8,8,3
all the ,195,1,7,12,12,22,15,11,3,12,10,8,13,10,5,13,18
to fly ,194,1,2,10,7,19,6,14,4,17,11,9,12,11,16,13,11
the last ,194,1,7,9,25,25,8,13,0,6,5,9,11,12,7,7,21
built by ,194,3,11,13,28,20,6,12,4,3,12,5,12,3,12,15,11
aeronautics 1972 ,194,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0
a few ,194,0,11,14,25,22,14,14,4,5,11,9,9,8,10,8,13
which was ,193,3,5,6,42,14,10,24,7,10,10,5,7,7,13,14,6
was made ,193,7,12,15,32,23,12,13,6,11,10,12,12,15,3,7,3
the atlantic ,193,6,9,10,25,35,12,26,1,3,1,1,0,7,12,8,19
dr thomas ,193,1,1,3,7,2,1,1,17,56,81,5,5,1,2,3,5
contract with ,193,0,4,9,19,23,12,8,9,21,10,9,17,12,6,9,8
apollo 12 ,193,0,0,0,0,0,0,0,0,74,72,31,5,5,0,1,2
and one ,193,1,8,6,16,17,11,15,15,7,9,18,14,11,10,5,8
to reduce ,192,0,0,4,9,6,6,9,17,9,18,10,19,19,17,13,9
to operate ,192,1,7,12,16,18,11,13,10,17,6,12,9,9,14,5,7
systems div ,192,0,5,24,47,22,16,6,13,6,13,11,10,6,6,6,1
re search ,192,1,5,13,17,18,2,15,16,20,23,9,7,17,16,6,7
o f ,192,2,20,14,22,21,7,22,11,21,21,16,6,1,3,2,3
was first ,191,1,8,17,24,7,20,18,9,14,20,19,21,1,1,2,5
magnetic field ,191,1,11,10,16,17,21,7,9,2,8,11,11,13,16,15,14
from space ,191,1,7,11,17,20,12,7,14,12,15,12,19,8,5,8,5
for development ,191,3,6,14,16,13,10,8,15,12,13,13,17,6,11,4,10
a major ,191,5,10,17,20,12,12,11,7,6,6,7,9,19,12,10,5
to build ,190,1,3,14,16,22,17,12,8,7,7,10,10,15,9,7,10
the pacific ,190,2,13,14,17,33,18,31,1,1,0,0,2,17,5,9,9
spacecraft had ,190,1,3,1,1,17,20,19,18,12,9,11,15,13,13,5,4
program would ,190,1,3,14,19,22,9,12,13,12,8,12,9,8,8,5,19
must be ,190,0,18,19,24,30,20,19,7,12,12,9,11,3,2,2,2
analysis of ,190,1,8,12,10,11,15,11,8,11,9,28,23,8,8,8,9
a space ,190,1,5,13,11,27,10,8,0,6,2,2,6,9,14,14,19
for first ,189,0,3,11,13,5,19,8,25,26,32,18,25,2,0,0,0
and applications ,189,0,0,1,17,15,15,19,12,17,10,16,16,12,14,13,2
altitude and ,189,4,10,13,24,8,10,11,25,23,16,15,18,4,3,1,0
1 ∞ ,189,1,2,3,26,6,13,11,12,29,27,28,24,5,1,1,0
the development ,188,2,19,16,26,25,7,16,3,5,3,6,6,13,15,12,5
rocket was ,188,3,4,6,21,24,11,19,3,24,26,32,3,9,0,1,1
rate of ,188,2,11,11,19,19,5,13,13,11,12,13,9,8,12,9,8
off ∞ ,188,0,0,1,5,1,18,17,17,33,17,36,36,7,0,0,0
made by ,188,2,4,13,25,27,9,21,9,14,9,12,12,7,8,5,6
entered orbit ,188,0,0,0,0,0,3,3,32,30,29,20,39,10,12,10,0
deputy associate ,188,3,6,13,9,10,7,6,10,12,18,14,12,11,20,14,10
been made ,188,1,8,7,17,19,8,9,10,10,12,18,28,19,7,10,3
altitude to ,188,0,0,3,3,1,11,21,47,33,16,19,14,13,1,0,2
upi w ,187,0,0,3,0,0,0,32,31,53,19,15,14,15,4,1,0
the total ,187,1,1,17,21,19,12,6,5,2,5,2,5,19,22,13,17
return to ,187,0,3,6,9,18,14,4,9,22,15,16,16,15,11,4,8
ground stations ,187,0,7,10,19,32,17,19,7,7,8,5,4,5,9,16,8
was held ,186,3,2,3,7,17,15,20,5,11,22,25,33,9,7,7,0
scientists had ,186,0,2,5,11,9,8,9,10,10,4,10,19,11,16,25,12
satellite launched ,186,4,9,8,2,9,7,8,9,12,19,13,22,25,19,8,4
of life ,186,2,1,17,3,15,8,7,2,14,10,18,28,12,12,6,20
james c ,186,0,3,1,3,4,5,4,1,2,5,25,38,37,28,11,10
increase in ,186,1,1,13,16,14,12,10,7,9,11,19,18,13,15,13,8
faa release ,186,0,0,12,22,19,17,11,6,21,23,21,15,6,2,0,3
as part ,186,0,3,3,13,24,13,14,3,7,8,4,8,5,14,20,18
addition to ,186,2,3,12,19,20,12,10,8,5,8,8,6,10,27,14,5
ability to ,186,1,9,15,14,19,18,9,11,12,7,14,13,10,3,9,10
member of ,185,0,8,8,13,18,4,11,7,9,18,14,12,12,11,4,13
los angeles ,185,2,6,9,10,18,13,8,11,17,16,5,14,13,9,11,13
in moscow ,185,6,2,5,11,12,5,8,5,12,15,21,42,17,7,10,2
aeronautics 19 ,185,0,0,94,80,0,0,0,0,11,0,0,0,0,0,0,0
with nasa ,184,1,7,14,16,16,10,9,9,14,11,6,18,9,9,8,7
to us ,184,0,2,16,20,7,8,11,9,17,18,21,27,1,3,3,11
test pilot ,184,1,2,2,7,11,27,23,20,20,12,29,5,15,0,2,4
aeronautics 1970 ,184,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0
to carry ,183,2,6,6,17,18,5,16,12,7,8,7,14,15,9,15,14
that nasa ,183,1,6,16,28,21,7,12,5,8,8,5,7,4,6,11,4
returned to ,183,2,9,7,8,7,7,3,6,19,18,15,16,9,10,18,17
of outer ,183,6,13,19,14,17,30,13,7,6,5,9,20,7,6,6,3
manager of ,183,1,1,9,14,14,8,17,8,12,11,13,11,14,9,6,20
had a ,183,0,6,9,12,30,7,11,3,4,2,2,2,13,23,12,17
a single ,183,1,6,13,25,32,10,9,1,2,7,2,3,13,11,19,11
to produce ,182,3,5,6,10,21,6,15,8,7,5,9,13,12,10,13,12
they would ,182,0,3,4,7,30,9,15,8,17,13,11,14,13,4,8,4
the contract ,182,0,3,8,18,28,1,2,0,0,2,2,0,15,11,18,25
spacecraft in ,182,1,1,6,13,13,12,13,18,14,9,8,27,12,10,6,3
from plesetsk ,182,0,0,0,0,0,0,0,5,17,23,40,38,42,14,1,0
a total ,182,2,3,8,11,34,14,10,6,5,3,4,6,16,14,13,10
within the ,181,0,8,8,15,33,12,14,2,2,6,6,4,17,17,17,7
test range ,181,2,2,6,19,49,2,6,3,2,4,5,15,10,12,19,9
at ksc ,181,0,0,0,1,9,32,21,16,21,16,10,14,3,6,8,4
appointment of ,181,0,5,8,15,3,8,7,8,19,19,20,15,11,8,13,9
and engineers ,181,1,8,7,23,5,4,10,16,10,11,8,20,23,17,5,3
which the ,180,2,7,11,15,31,8,9,3,7,6,3,4,11,4,16,24
to improve ,180,0,6,7,11,8,8,14,10,14,14,5,16,10,16,9,7
purpose of ,180,0,8,17,23,24,11,18,5,9,11,16,15,3,4,9,3
mission was ,180,1,2,0,6,15,21,6,4,11,25,23,14,13,11,14,4
had made ,180,0,2,3,7,19,11,6,11,5,6,9,5,14,6,16,12
and then ,180,1,7,9,12,32,14,5,8,21,13,11,9,11,13,10,2
and soviet ,180,1,3,5,12,3,8,5,3,5,11,31,41,29,8,9,2
and instrumentation ,180,0,0,0,7,3,30,30,21,0,0,1,38,44,2,2,1
to meet ,179,1,2,14,16,15,10,12,7,6,10,1,15,9,10,20,12
the univ ,179,0,0,8,7,50,4,3,0,0,0,0,0,14,8,18,31
the gemini ,179,0,0,16,15,113,27,1,0,1,0,0,0,0,0,1,2
range of ,179,2,10,10,18,20,12,5,7,7,14,9,8,10,8,13,9
johnson space ,179,0,0,0,0,0,0,0,0,0,0,0,0,65,37,26,32
a year ,179,2,7,16,20,32,11,4,8,5,10,5,7,3,13,12,14
test project ,178,0,0,0,0,0,0,0,0,0,0,0,16,28,45,67,11
launched in ,178,0,4,12,5,8,9,8,8,10,11,11,14,13,18,4,12
had awarded ,178,1,2,3,0,22,13,11,6,5,4,1,2,5,6,17,6
going to ,178,2,13,17,23,16,13,6,12,25,7,9,11,8,4,3,1
commented on ,178,0,1,1,1,5,5,7,9,12,25,29,43,32,3,3,1
attempt to ,178,1,8,9,11,31,21,8,9,15,12,12,9,8,5,3,7
the year ,177,3,9,4,18,15,12,6,3,11,11,9,6,15,30,9,10
technology and ,177,0,5,8,12,23,13,7,7,9,18,12,9,11,11,10,10
of data ,177,0,4,11,10,10,13,11,13,15,7,9,13,8,12,7,9
in us ,177,0,8,11,12,3,8,10,22,22,25,19,25,3,2,2,3
in 1969 ,177,0,0,1,7,6,6,11,17,18,43,18,13,9,4,1,12
and landing ,177,4,3,12,6,11,3,4,4,1,7,3,40,9,7,25,13
after launch ,177,0,15,9,6,19,10,4,6,17,10,7,13,9,9,9,5
with an ,176,4,8,5,12,29,6,8,4,1,1,5,4,17,24,11,11
to investigate ,176,0,4,8,13,8,18,16,14,11,12,15,12,14,9,5,8
nasa to ,176,1,5,10,17,11,7,13,4,13,10,10,13,14,17,10,4
nasa manned ,176,0,14,50,58,43,1,2,1,1,1,2,1,1,0,0,1
most of ,175,1,7,15,15,20,8,8,10,11,8,7,6,7,10,4,8
announced the ,175,1,8,10,12,12,0,5,0,1,0,0,0,30,27,45,7
to establish ,174,2,7,11,16,20,17,11,4,4,12,12,8,15,13,7,6
the time ,174,0,3,22,14,32,11,10,3,6,3,9,5,10,9,9,9
the scientific ,174,1,11,11,14,19,11,12,3,2,5,13,6,11,12,9,9
its own ,174,1,3,13,12,24,13,7,6,11,9,13,7,8,5,7,11
1 9 ,174,5,47,42,47,5,0,4,9,2,0,1,5,0,2,2,1
the third ,173,3,5,3,10,29,5,1,1,1,3,1,1,27,8,16,23
soviet academy ,173,3,5,13,12,11,8,4,2,6,16,27,30,13,7,6,1
not been ,173,0,2,3,9,13,12,12,16,13,9,16,12,5,6,12,15
head of ,173,0,4,10,24,19,13,6,10,7,10,11,7,7,7,8,10
flight from ,173,3,10,9,10,10,14,5,19,9,17,24,27,8,4,1,1
continue to ,173,1,6,22,15,12,11,16,8,12,11,9,14,7,7,5,3
be in ,173,1,4,14,14,16,12,16,9,8,8,6,11,10,7,3,17
the use ,172,1,0,6,14,22,6,12,4,4,3,2,3,19,16,14,19
the earthâ€™s ,172,2,0,14,0,23,13,9,3,1,2,5,10,17,37,5,12
equipment and ,172,0,0,10,11,12,8,18,10,9,13,10,11,7,7,11,12
direction of ,172,1,7,10,11,11,16,9,14,11,4,9,14,9,12,17,8
and more ,172,0,9,13,8,16,7,11,7,18,8,12,10,9,8,8,12
science foundation ,171,1,4,11,6,15,2,2,4,4,1,3,26,31,20,13,16
msc release ,171,0,0,29,17,1,1,6,4,10,36,21,42,2,0,2,0
held in ,171,5,6,19,18,18,10,17,4,5,10,15,14,10,7,5,4
for an ,171,2,3,16,12,20,17,5,3,3,3,5,4,13,11,14,15
at msc ,171,0,0,7,7,7,19,11,12,28,42,22,15,1,0,0,0
and an ,171,1,3,10,13,30,8,6,2,3,3,3,3,18,14,11,14
west germany ,170,0,3,6,8,4,11,9,10,5,19,10,11,18,14,14,11
to reach ,170,0,5,14,9,12,9,12,6,20,6,19,19,12,7,7,6
research in ,170,2,3,20,24,12,6,10,8,5,14,11,9,8,5,5,16
of dr ,170,1,5,8,11,13,11,7,9,20,16,23,13,13,4,6,4
data acquisition ,170,2,5,17,10,9,9,11,17,16,11,15,12,8,12,5,2
corp and ,170,2,3,7,18,15,16,9,7,10,8,17,16,12,11,12,5
aircraft co ,170,1,7,16,27,27,16,17,9,4,5,4,10,6,7,3,2
portion of ,169,0,6,8,18,14,5,11,12,18,17,8,13,7,8,11,7
of nuclear ,169,0,2,13,14,10,12,18,29,11,4,19,11,5,4,3,7
in diameter ,169,1,8,6,9,7,8,5,2,5,9,24,22,6,3,8,19
edwards afb ,169,0,9,12,27,19,37,20,15,5,4,5,0,0,0,0,7
a second ,169,0,5,6,18,25,8,0,4,3,1,0,1,15,13,23,22
the orbiter ,168,0,0,0,0,1,0,0,0,1,0,1,1,13,6,32,26
piloted by ,168,2,8,8,7,8,19,3,7,23,20,33,25,2,2,0,0
instead of ,168,0,7,6,14,23,1,5,11,15,7,6,9,4,17,10,17
for future ,168,0,4,7,12,12,11,13,7,12,7,10,19,8,11,11,10
